"ID","Description","ONTOLOGY","Count","p.adjust","geneID"
"GO:0050714","positive regulation of protein secretion","BP",3,0.270475022964224,"P17302/P55809/Q07954"
"GO:0015718","monocarboxylic acid transport","BP",2,0.271178353327884,"P47712/Q04828"
"GO:0000188","inactivation of MAPK activity","BP",1,0.271178353327884,"Q03135"
"GO:0010939","regulation of necrotic cell death","BP",1,0.271178353327884,"Q03135"
"GO:0032689","negative regulation of interferon-gamma production","BP",1,0.271178353327884,"P30530"
"GO:0048668","collateral sprouting","BP",1,0.271178353327884,"Q07954"
"GO:0051924","regulation of calcium ion transport","BP",3,0.273742652267384,"P17302/P17931/Q03135"
"GO:0000082","G1/S transition of mitotic cell cycle","BP",3,0.273747116477214,"P05556/P25205/P33992"
"GO:0060485","mesenchyme development","BP",3,0.273747116477214,"A0A024R412/P26447/Q7Z460"
"GO:0002026","regulation of the force of heart contraction","BP",1,0.273747116477214,"Q03135"
"GO:0032469","endoplasmic reticulum calcium ion homeostasis","BP",1,0.273747116477214,"Q14643"
"GO:0046621","negative regulation of organ growth","BP",1,0.273747116477214,"P17302"
"GO:0086011","membrane repolarization during action potential","BP",1,0.273747116477214,"Q03135"
"GO:0097386","glial cell projection","CC",1,0.273747116477214,"P05556"
"GO:0001837","epithelial to mesenchymal transition","BP",2,0.273793777124518,"P26447/Q7Z460"
"GO:0006261","DNA-dependent DNA replication","BP",2,0.276003737193273,"P25205/P33992"
"GO:0097553","calcium ion transmembrane import into cytosol","BP",2,0.276003737193273,"Q14643/Q96HE7"
"GO:0030149","sphingolipid catabolic process","BP",1,0.276003737193273,"P07602"
"GO:0042056","chemoattractant activity","MF",1,0.276003737193273,"P17931"
"GO:0048679","regulation of axon regeneration","BP",1,0.276003737193273,"Q07954"
"GO:0055026","negative regulation of cardiac muscle tissue development","BP",1,0.276003737193273,"P17302"
"GO:0099623","regulation of cardiac muscle cell membrane repolarization","BP",1,0.276003737193273,"P17302"
"GO:1903427","negative regulation of reactive oxygen species biosynthetic process","BP",1,0.276003737193273,"Q03135"
"GO:0030010","establishment of cell polarity","BP",2,0.276564253781789,"P26038/Q7Z460"
"GO:0035023","regulation of Rho protein signal transduction","BP",2,0.276564253781789,"P05556/Q9Y4F1"
"GO:0050730","regulation of peptidyl-tyrosine phosphorylation","BP",3,0.277203190148531,"P08648/Q03135/Q14764"
"GO:0051251","positive regulation of lymphocyte activation","BP",3,0.277527449204546,"P30530/P50281/Q03135"
"GO:0030201","heparan sulfate proteoglycan metabolic process","BP",1,0.277527449204546,"O60701"
"GO:0036296","response to increased oxygen levels","BP",1,0.277527449204546,"Q03135"
"GO:0045761","regulation of adenylate cyclase activity","BP",1,0.277527449204546,"P16035"
"GO:0055094","response to lipoprotein particle","BP",1,0.277527449204546,"P05556"
"GO:0097242","amyloid-beta clearance","BP",1,0.277527449204546,"Q07954"
"GO:1900181","negative regulation of protein localization to nucleus","BP",1,0.277527449204546,"O15075"
"GO:1990752","microtubule end","CC",1,0.277527449204546,"Q7Z460"
"GO:0008234","cysteine-type peptidase activity","MF",2,0.277527449204546,"P07711/P30101"
"GO:0001958","endochondral ossification","BP",1,0.279070802214272,"P50281"
"GO:0031122","cytoplasmic microtubule organization","BP",1,0.279070802214272,"Q7Z460"
"GO:0033687","osteoblast proliferation","BP",1,0.279070802214272,"P19525"
"GO:0036075","replacement ossification","BP",1,0.279070802214272,"P50281"
"GO:0043330","response to exogenous dsRNA","BP",1,0.279070802214272,"Q03135"
"GO:0046685","response to arsenic-containing substance","BP",1,0.279070802214272,"P48506"
"GO:0051293","establishment of spindle localization","BP",1,0.279070802214272,"Q7Z460"
"GO:0070232","regulation of T cell apoptotic process","BP",1,0.279070802214272,"P17931"
"GO:0098760","response to interleukin-7","BP",1,0.279070802214272,"P30101"
"GO:0098761","cellular response to interleukin-7","BP",1,0.279070802214272,"P30101"
"GO:1990776","response to angiotensin","BP",1,0.279070802214272,"Q03135"
"GO:0000413","protein peptidyl-prolyl isomerization","BP",1,0.280929085199627,"Q96AY3"
"GO:0006925","inflammatory cell apoptotic process","BP",1,0.280929085199627,"P07711"
"GO:0035088","establishment or maintenance of apical/basal cell polarity","BP",1,0.280929085199627,"P26038"
"GO:0050650","chondroitin sulfate proteoglycan biosynthetic process","BP",1,0.280929085199627,"O60701"
"GO:0061245","establishment or maintenance of bipolar cell polarity","BP",1,0.280929085199627,"P26038"
"GO:0061756","leukocyte adhesion to vascular endothelial cell","BP",1,0.280929085199627,"P05556"
"GO:0099625","ventricular cardiac muscle cell membrane repolarization","BP",1,0.280929085199627,"P17302"
"GO:0000781","chromosome, telomeric region","CC",2,0.280929085199627,"P25205/P33992"
"GO:0016247","channel regulator activity","MF",2,0.280929085199627,"Q03135/Q14643"
"GO:0035967","cellular response to topologically incorrect protein","BP",2,0.280929085199627,"P19525/Q96HE7"
"GO:0014912","negative regulation of smooth muscle cell migration","BP",1,0.282991164462419,"Q07954"
"GO:0035909","aorta morphogenesis","BP",1,0.282991164462419,"Q07954"
"GO:0036474","cell death in response to hydrogen peroxide","BP",1,0.282991164462419,"P07602"
"GO:0050775","positive regulation of dendrite morphogenesis","BP",1,0.282991164462419,"P39880"
"GO:0071402","cellular response to lipoprotein particle stimulus","BP",1,0.282991164462419,"P05556"
"GO:0086019","cell-cell signaling involved in cardiac conduction","BP",1,0.282991164462419,"P17302"
"GO:1903649","regulation of cytoplasmic transport","BP",1,0.282991164462419,"P26038"
"GO:1904738","vascular associated smooth muscle cell migration","BP",1,0.282991164462419,"Q07954"
"GO:1904752","regulation of vascular associated smooth muscle cell migration","BP",1,0.282991164462419,"Q07954"
"GO:0030414","peptidase inhibitor activity","MF",2,0.285094118579877,"P12111/P16035"
"GO:0070252","actin-mediated cell contraction","BP",2,0.285094118579877,"P17302/Q03135"
"GO:0006739","NADP metabolic process","BP",1,0.285528160541868,"O75874"
"GO:0006929","substrate-dependent cell migration","BP",1,0.285528160541868,"A0A024R412"
"GO:0010165","response to X-ray","BP",1,0.285528160541868,"Q70UQ0"
"GO:0031111","negative regulation of microtubule polymerization or depolymerization","BP",1,0.285528160541868,"Q7Z460"
"GO:0043496","regulation of protein homodimerization activity","BP",1,0.285528160541868,"P17931"
"GO:0034405","response to fluid shear stress","BP",1,0.289321906811693,"P17302"
"GO:0090279","regulation of calcium ion import","BP",1,0.289321906811693,"P17931"
"GO:1901657","glycosyl compound metabolic process","BP",2,0.289995251663609,"P20839/Q04828"
"GO:0042542","response to hydrogen peroxide","BP",2,0.291124641529542,"P07602/P30530"
"GO:0001786","phosphatidylserine binding","MF",1,0.291124641529542,"P30530"
"GO:0008287","protein serine/threonine phosphatase complex","CC",1,0.291124641529542,"Q14643"
"GO:0010831","positive regulation of myotube differentiation","BP",1,0.291124641529542,"P50281"
"GO:0019212","phosphatase inhibitor activity","MF",1,0.291124641529542,"P17931"
"GO:0030431","sleep","BP",1,0.291124641529542,"P10515"
"GO:0070570","regulation of neuron projection regeneration","BP",1,0.291124641529542,"Q07954"
"GO:1903293","phosphatase complex","CC",1,0.291124641529542,"Q14643"
"GO:1902107","positive regulation of leukocyte differentiation","BP",2,0.291124641529542,"P30530/P50281"
"GO:0017048","Rho GTPase binding","MF",2,0.292598041742077,"Q03135/Q9Y4F1"
"GO:0009225","nucleotide-sugar metabolic process","BP",1,0.292884531153319,"O60701"
"GO:0044275","cellular carbohydrate catabolic process","BP",1,0.292884531153319,"P11216"
"GO:0046466","membrane lipid catabolic process","BP",1,0.292884531153319,"P07602"
"GO:0048246","macrophage chemotaxis","BP",1,0.292884531153319,"P17931"
"GO:0060512","prostate gland morphogenesis","BP",1,0.292884531153319,"P36952"
"GO:0090218","positive regulation of lipid kinase activity","BP",1,0.292884531153319,"Q05639"
"GO:0099738","cell cortex region","CC",1,0.292884531153319,"Q7Z460"
"GO:1905521","regulation of macrophage migration","BP",1,0.292884531153319,"P50281"
"GO:0001508","action potential","BP",2,0.295435014015458,"P17302/Q03135"
"GO:0001772","immunological synapse","CC",1,0.2955150889419,"P17931"
"GO:0007019","microtubule depolymerization","BP",1,0.2955150889419,"Q7Z460"
"GO:0009395","phospholipid catabolic process","BP",1,0.2955150889419,"O75874"
"GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","MF",1,0.2955150889419,"Q04828"
"GO:0045746","negative regulation of Notch signaling pathway","BP",1,0.2955150889419,"P50281"
"GO:0002262","myeloid cell homeostasis","BP",2,0.297049366359125,"P05161/P30530"
"GO:0098562","cytoplasmic side of membrane","CC",2,0.297049366359125,"Q05639/Q9Y4F1"
"GO:0002224","toll-like receptor signaling pathway","BP",2,0.297324099194291,"P07711/Q03135"
"GO:0008584","male gonad development","BP",2,0.297324099194291,"P17302/P50281"
"GO:0009268","response to pH","BP",1,0.297324099194291,"P17302"
"GO:0032941","secretion by tissue","BP",1,0.297324099194291,"P17302"
"GO:0038084","vascular endothelial growth factor signaling pathway","BP",1,0.297324099194291,"A0A024R412"
"GO:0040019","positive regulation of embryonic development","BP",1,0.297324099194291,"Q7Z460"
"GO:0051653","spindle localization","BP",1,0.297324099194291,"Q7Z460"
"GO:2000058","regulation of ubiquitin-dependent protein catabolic process","BP",2,0.298390386947014,"P48506/Q03135"
"GO:0046546","development of primary male sexual characteristics","BP",2,0.299614860037878,"P17302/P50281"
"GO:0006084","acetyl-CoA metabolic process","BP",1,0.299614860037878,"P10515"
"GO:0016831","carboxy-lyase activity","MF",1,0.299614860037878,"Q16822"
"GO:0046949","fatty-acyl-CoA biosynthetic process","BP",1,0.299614860037878,"Q53GQ0"
"GO:0097178","ruffle assembly","BP",1,0.299614860037878,"Q03135"
"GO:0098632","cell-cell adhesion mediator activity","MF",1,0.299614860037878,"O00151"
"GO:0006665","sphingolipid metabolic process","BP",2,0.299980909878859,"P07602/P51649"
"GO:0031214","biomineral tissue development","BP",2,0.300902123184346,"P05161/P17302"
"GO:0042383","sarcolemma","CC",2,0.300902123184346,"P05556/P12111"
"GO:0045807","positive regulation of endocytosis","BP",2,0.300902123184346,"P30530/Q07954"
"GO:0019903","protein phosphatase binding","MF",2,0.301086009880683,"P17931/Q14764"
"GO:0016879","ligase activity, forming carbon-nitrogen bonds","MF",1,0.301086009880683,"P48506"
"GO:0042455","ribonucleoside biosynthetic process","BP",1,0.301086009880683,"P20839"
"GO:0048333","mesodermal cell differentiation","BP",1,0.301086009880683,"P05556"
"GO:1901031","regulation of response to reactive oxygen species","BP",1,0.301086009880683,"P07602"
"GO:1901380","negative regulation of potassium ion transmembrane transport","BP",1,0.301086009880683,"Q03135"
"GO:0003231","cardiac ventricle development","BP",2,0.304082361114571,"Q86V48/Q9ULT8"
"GO:0001893","maternal placenta development","BP",1,0.304082361114571,"P17302"
"GO:0021884","forebrain neuron development","BP",1,0.304082361114571,"A0A024R412"
"GO:0033344","cholesterol efflux","BP",1,0.304082361114571,"Q07954"
"GO:0007605","sensory perception of sound","BP",2,0.304557279211396,"A0A0A0MRM8/P07602"
"GO:0010634","positive regulation of epithelial cell migration","BP",2,0.304557279211396,"A0A024R412/Q7Z460"
"GO:0008037","cell recognition","BP",2,0.305324125036064,"P17931/P26038"
"GO:0000096","sulfur amino acid metabolic process","BP",1,0.305324125036064,"P48506"
"GO:0004715","non-membrane spanning protein tyrosine kinase activity","MF",1,0.305324125036064,"P19525"
"GO:0005801","cis-Golgi network","CC",1,0.305324125036064,"Q8TBA6"
"GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","BP",1,0.305324125036064,"P08648"
"GO:0032309","icosanoid secretion","BP",1,0.305324125036064,"P47712"
"GO:0045022","early endosome to late endosome transport","BP",1,0.305324125036064,"P26038"
"GO:0050690","regulation of defense response to virus by virus","BP",1,0.305324125036064,"P19525"
"GO:0106106","cold-induced thermogenesis","BP",2,0.305324125036064,"P17302/Q03135"
"GO:0120161","regulation of cold-induced thermogenesis","BP",2,0.305324125036064,"P17302/Q03135"
"GO:0051092","positive regulation of NF-kappaB transcription factor activity","BP",2,0.307618455909876,"P19525/Q03135"
"GO:0030857","negative regulation of epithelial cell differentiation","BP",1,0.307618455909876,"Q03135"
"GO:0045616","regulation of keratinocyte differentiation","BP",1,0.307618455909876,"P07711"
"GO:0071715","icosanoid transport","BP",1,0.307618455909876,"P47712"
"GO:1901571","fatty acid derivative transport","BP",1,0.307618455909876,"P47712"
"GO:0002695","negative regulation of leukocyte activation","BP",2,0.308797918812883,"P17931/P30530"
"GO:0001662","behavioral fear response","BP",1,0.309724288831346,"P17302"
"GO:0003148","outflow tract septum morphogenesis","BP",1,0.309724288831346,"A0A024R412"
"GO:0006654","phosphatidic acid biosynthetic process","BP",1,0.309724288831346,"P47712"
"GO:0030501","positive regulation of bone mineralization","BP",1,0.309724288831346,"P05161"
"GO:0045646","regulation of erythrocyte differentiation","BP",1,0.309724288831346,"P05161"
"GO:0050892","intestinal absorption","BP",1,0.309724288831346,"Q04828"
"GO:0001755","neural crest cell migration","BP",1,0.312580768901133,"A0A024R412"
"GO:0019369","arachidonic acid metabolic process","BP",1,0.312580768901133,"P47712"
"GO:0031116","positive regulation of microtubule polymerization","BP",1,0.312580768901133,"Q7Z460"
"GO:0070266","necroptotic process","BP",1,0.312580768901133,"Q03135"
"GO:0098802","plasma membrane receptor complex","CC",2,0.312608419502645,"P05556/P08648"
"GO:0060048","cardiac muscle contraction","BP",2,0.314093919362177,"P17302/Q03135"
"GO:0002209","behavioral defense response","BP",1,0.314093919362177,"P17302"
"GO:0008207","C21-steroid hormone metabolic process","BP",1,0.314093919362177,"Q04828"
"GO:0009069","serine family amino acid metabolic process","BP",1,0.314093919362177,"P48506"
"GO:0042596","fear response","BP",1,0.314093919362177,"P17302"
"GO:0043331","response to dsRNA","BP",1,0.314093919362177,"Q03135"
"GO:0048487","beta-tubulin binding","MF",1,0.314093919362177,"P17302"
"GO:0050919","negative chemotaxis","BP",1,0.314093919362177,"A0A024R412"
"GO:0010770","positive regulation of cell morphogenesis involved in differentiation","BP",2,0.314976946045173,"P39880/Q07954"
"GO:0022406","membrane docking","BP",2,0.314976946045173,"P26038/Q7Z460"
"GO:0030902","hindbrain development","BP",2,0.315835913652209,"P05556/P12277"
"GO:1990845","adaptive thermogenesis","BP",2,0.315835913652209,"P17302/Q03135"
"GO:0006734","NADH metabolic process","BP",1,0.315835913652209,"P40926"
"GO:0031904","endosome lumen","CC",1,0.315835913652209,"P07711"
"GO:0046473","phosphatidic acid metabolic process","BP",1,0.315835913652209,"P47712"
"GO:0097028","dendritic cell differentiation","BP",1,0.315835913652209,"P30530"
"GO:0032480","negative regulation of type I interferon production","BP",1,0.318443486569315,"P05161"
"GO:0098901","regulation of cardiac muscle cell action potential","BP",1,0.318443486569315,"Q03135"
"GO:0099622","cardiac muscle cell membrane repolarization","BP",1,0.318443486569315,"P17302"
"GO:2000273","positive regulation of signaling receptor activity","BP",1,0.318443486569315,"P05556"
"GO:0001959","regulation of cytokine-mediated signaling pathway","BP",2,0.318443486569315,"P30530/Q03135"
"GO:0030879","mammary gland development","BP",2,0.318443486569315,"P17302/Q03135"
"GO:0018208","peptidyl-proline modification","BP",1,0.3205318169744,"Q96AY3"
"GO:0019048","modulation by virus of host morphology or physiology","BP",1,0.3205318169744,"P19525"
"GO:0021955","central nervous system neuron axonogenesis","BP",1,0.3205318169744,"O15075"
"GO:0050873","brown fat cell differentiation","BP",1,0.3205318169744,"Q96HE7"
"GO:2000279","negative regulation of DNA biosynthetic process","BP",1,0.3205318169744,"P17302"
"GO:0099699","integral component of synaptic membrane","CC",2,0.322175848501075,"A0A024R412/P05556"
"GO:0005978","glycogen biosynthetic process","BP",1,0.322175848501075,"P13807"
"GO:0009250","glucan biosynthetic process","BP",1,0.322175848501075,"P13807"
"GO:0019985","translesion synthesis","BP",1,0.322175848501075,"P05161"
"GO:0034198","cellular response to amino acid starvation","BP",1,0.322175848501075,"P19525"
"GO:0098659","inorganic cation import across plasma membrane","BP",1,0.322175848501075,"Q15043"
"GO:0099587","inorganic ion import across plasma membrane","BP",1,0.322175848501075,"Q15043"
"GO:1905898","positive regulation of response to endoplasmic reticulum stress","BP",1,0.322175848501075,"Q03135"
"GO:0002548","monocyte chemotaxis","BP",1,0.323004395207457,"P17931"
"GO:0005637","nuclear inner membrane","CC",1,0.323004395207457,"Q14643"
"GO:0030204","chondroitin sulfate metabolic process","BP",1,0.323004395207457,"O60701"
"GO:0031112","positive regulation of microtubule polymerization or depolymerization","BP",1,0.323004395207457,"Q7Z460"
"GO:0032613","interleukin-10 production","BP",1,0.323004395207457,"P05161"
"GO:0043403","skeletal muscle tissue regeneration","BP",1,0.323004395207457,"P17302"
"GO:0045214","sarcomere organization","BP",1,0.323004395207457,"P05556"
"GO:0060612","adipose tissue development","BP",1,0.323004395207457,"P55809"
"GO:0098801","regulation of renal system process","BP",1,0.323004395207457,"P17302"
"GO:0098927","vesicle-mediated transport between endosomal compartments","BP",1,0.323004395207457,"P26038"
"GO:2000008","regulation of protein localization to cell surface","BP",1,0.323004395207457,"O14907"
"GO:0097529","myeloid leukocyte migration","BP",2,0.323350880458294,"P17931/P50281"
"GO:0032371","regulation of sterol transport","BP",1,0.324504611940303,"Q07954"
"GO:0032374","regulation of cholesterol transport","BP",1,0.324504611940303,"Q07954"
"GO:0043267","negative regulation of potassium ion transport","BP",1,0.324504611940303,"Q03135"
"GO:0050856","regulation of T cell receptor signaling pathway","BP",1,0.324504611940303,"P17931"
"GO:0061028","establishment of endothelial barrier","BP",1,0.324504611940303,"P26038"
"GO:0071675","regulation of mononuclear cell migration","BP",1,0.324504611940303,"P17931"
"GO:0022408","negative regulation of cell-cell adhesion","BP",2,0.324504611940303,"O00592/P17931"
"GO:0043197","dendritic spine","CC",2,0.324504611940303,"P05556/Q9Y4F1"
"GO:0045619","regulation of lymphocyte differentiation","BP",2,0.325106115666423,"P30530/P50281"
"GO:0120032","regulation of plasma membrane bounded cell projection assembly","BP",2,0.325106115666423,"O00592/Q03135"
"GO:0042581","specific granule","CC",2,0.325106115666423,"P16035/Q9BS26"
"GO:0005782","peroxisomal matrix","CC",1,0.325106115666423,"O75874"
"GO:0030224","monocyte differentiation","BP",1,0.325106115666423,"O00625"
"GO:0031907","microbody lumen","CC",1,0.325106115666423,"O75874"
"GO:0046850","regulation of bone remodeling","BP",1,0.325106115666423,"P17302"
"GO:0048483","autonomic nervous system development","BP",1,0.325106115666423,"A0A024R412"
"GO:0097300","programmed necrotic cell death","BP",1,0.325106115666423,"Q03135"
"GO:1901890","positive regulation of cell junction assembly","BP",1,0.325106115666423,"Q03135"
"GO:1903131","mononuclear cell differentiation","BP",1,0.325106115666423,"O00625"
"GO:0060491","regulation of cell projection assembly","BP",2,0.326216281700938,"O00592/Q03135"
"GO:0044309","neuron spine","CC",2,0.326891644635989,"P05556/Q9Y4F1"
"GO:0010712","regulation of collagen metabolic process","BP",1,0.326891644635989,"P05556"
"GO:0014002","astrocyte development","BP",1,0.326891644635989,"Q07954"
"GO:0014911","positive regulation of smooth muscle cell migration","BP",1,0.326891644635989,"Q07954"
"GO:0070169","positive regulation of biomineral tissue development","BP",1,0.326891644635989,"P05161"
"GO:1990928","response to amino acid starvation","BP",1,0.326891644635989,"P19525"
"GO:0046661","male sex differentiation","BP",2,0.329200464848949,"P17302/P50281"
"GO:0016836","hydro-lyase activity","MF",1,0.32968507973135,"Q99798"
"GO:0021762","substantia nigra development","BP",1,0.32968507973135,"P12277"
"GO:0048469","cell maturation","BP",2,0.331611837241354,"P17302/P30530"
"GO:0008206","bile acid metabolic process","BP",1,0.331900446746915,"Q04828"
"GO:0045843","negative regulation of striated muscle tissue development","BP",1,0.331900446746915,"P17302"
"GO:0061014","positive regulation of mRNA catabolic process","BP",1,0.331900446746915,"C9J6P4"
"GO:0090307","mitotic spindle assembly","BP",1,0.331900446746915,"Q7Z460"
"GO:0060759","regulation of response to cytokine stimulus","BP",2,0.331900446746915,"P30530/Q03135"
"GO:0045766","positive regulation of angiogenesis","BP",2,0.333113293541623,"P05556/P08648"
"GO:0001961","positive regulation of cytokine-mediated signaling pathway","BP",1,0.333113293541623,"P30530"
"GO:0031279","regulation of cyclase activity","BP",1,0.333113293541623,"P16035"
"GO:0031638","zymogen activation","BP",1,0.333113293541623,"P50281"
"GO:0045182","translation regulator activity","MF",1,0.333113293541623,"P19525"
"GO:0051339","regulation of lyase activity","BP",1,0.333113293541623,"P16035"
"GO:0060043","regulation of cardiac muscle cell proliferation","BP",1,0.333113293541623,"P17302"
"GO:1904646","cellular response to amyloid-beta","BP",1,0.333113293541623,"Q07954"
"GO:0042594","response to starvation","BP",2,0.33504589454773,"P19525/P55809"
"GO:0050954","sensory perception of mechanical stimulus","BP",2,0.33504589454773,"A0A0A0MRM8/P07602"
"GO:0005246","calcium channel regulator activity","MF",1,0.33504589454773,"Q14643"
"GO:0035337","fatty-acyl-CoA metabolic process","BP",1,0.33504589454773,"Q53GQ0"
"GO:0048635","negative regulation of muscle organ development","BP",1,0.33504589454773,"P17302"
"GO:1903672","positive regulation of sprouting angiogenesis","BP",1,0.33504589454773,"P08648"
"GO:0030674","protein binding, bridging","MF",2,0.335910334129893,"P39880/Q03135"
"GO:0009163","nucleoside biosynthetic process","BP",1,0.336691439579526,"P20839"
"GO:0033028","myeloid cell apoptotic process","BP",1,0.336691439579526,"P07711"
"GO:0050654","chondroitin sulfate proteoglycan metabolic process","BP",1,0.336691439579526,"O60701"
"GO:0097718","disordered domain specific binding","MF",1,0.336691439579526,"P17302"
"GO:2000107","negative regulation of leukocyte apoptotic process","BP",1,0.336691439579526,"P30530"
"GO:2001258","negative regulation of cation channel activity","BP",1,0.336691439579526,"Q03135"
"GO:0055037","recycling endosome","CC",2,0.337234253198002,"P05556/P30101"
"GO:0005044","scavenger receptor activity","MF",1,0.338310428574446,"Q07954"
"GO:0045178","basal part of cell","CC",1,0.338310428574446,"Q7Z460"
"GO:0046456","icosanoid biosynthetic process","BP",1,0.338310428574446,"P47712"
"GO:0051602","response to electrical stimulus","BP",1,0.338310428574446,"Q05639"
"GO:0070830","bicellular tight junction assembly","BP",1,0.338310428574446,"P17302"
"GO:1901659","glycosyl compound biosynthetic process","BP",1,0.338310428574446,"P20839"
"GO:0006301","postreplication repair","BP",1,0.339643841830767,"P05161"
"GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors","MF",1,0.339643841830767,"Q04828"
"GO:0030276","clathrin binding","MF",1,0.339643841830767,"Q07954"
"GO:0044003","modification by symbiont of host morphology or physiology","BP",1,0.339643841830767,"P19525"
"GO:0050840","extracellular matrix binding","MF",1,0.339643841830767,"P17931"
"GO:0070231","T cell apoptotic process","BP",1,0.339643841830767,"P17931"
"GO:0120192","tight junction assembly","BP",1,0.339643841830767,"P17302"
"GO:1901862","negative regulation of muscle tissue development","BP",1,0.339643841830767,"P17302"
"GO:0099240","intrinsic component of synaptic membrane","CC",2,0.341146328377954,"A0A024R412/P05556"
"GO:0030666","endocytic vesicle membrane","CC",2,0.341211243690403,"Q03135/Q07954"
"GO:0015485","cholesterol binding","MF",1,0.341211243690403,"Q03135"
"GO:0021545","cranial nerve development","BP",1,0.341211243690403,"A0A024R412"
"GO:0032515","negative regulation of phosphoprotein phosphatase activity","BP",1,0.341211243690403,"P17931"
"GO:0033574","response to testosterone","BP",1,0.341211243690403,"P26038"
"GO:0035850","epithelial cell differentiation involved in kidney development","BP",1,0.341211243690403,"O00592"
"GO:0005741","mitochondrial outer membrane","CC",2,0.342172144651893,"P17302/Q9UH62"
"GO:0030278","regulation of ossification","BP",2,0.342172144651893,"P05161/P17302"
"GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","BP",2,0.342494741628506,"P17302/P26447"
"GO:0001974","blood vessel remodeling","BP",1,0.342494741628506,"P30530"
"GO:0016504","peptidase activator activity","MF",1,0.342494741628506,"Q03135"
"GO:0016597","amino acid binding","MF",1,0.342494741628506,"P48506"
"GO:0032570","response to progesterone","BP",1,0.342494741628506,"Q03135"
"GO:0035722","interleukin-12-mediated signaling pathway","BP",1,0.342494741628506,"P26038"
"GO:0016758","transferase activity, transferring hexosyl groups","MF",2,0.343188575685089,"P11216/P13807"
"GO:0016829","lyase activity","MF",2,0.343188575685089,"Q16822/Q99798"
"GO:0000775","chromosome, centromeric region","CC",2,0.343496578789597,"Q2NKX8/Q7Z460"
"GO:0005657","replication fork","CC",1,0.343496578789597,"P25205"
"GO:0032964","collagen biosynthetic process","BP",1,0.343496578789597,"P20908"
"GO:0050994","regulation of lipid catabolic process","BP",1,0.343496578789597,"O75874"
"GO:1900408","negative regulation of cellular response to oxidative stress","BP",1,0.343496578789597,"P07602"
"GO:1901068","guanosine-containing compound metabolic process","BP",1,0.343496578789597,"P20839"
"GO:1903202","negative regulation of oxidative stress-induced cell death","BP",1,0.343496578789597,"P07602"
"GO:0019362","pyridine nucleotide metabolic process","BP",2,0.34368080089558,"O75874/P40926"
"GO:0046496","nicotinamide nucleotide metabolic process","BP",2,0.34368080089558,"O75874/P40926"
"GO:0061695","transferase complex, transferring phosphorus-containing groups","CC",2,0.34368080089558,"A0A0A0MRM8/P25205"
"GO:0090102","cochlea development","BP",1,0.345763787267634,"P07602"
"GO:0061136","regulation of proteasomal protein catabolic process","BP",2,0.346224707745712,"P48506/Q03135"
"GO:0001659","temperature homeostasis","BP",2,0.347232784715348,"P17302/Q03135"
"GO:0030307","positive regulation of cell growth","BP",2,0.347232784715348,"P50281/Q07954"
"GO:0050850","positive regulation of calcium-mediated signaling","BP",1,0.347232784715348,"Q9NZU5"
"GO:0055081","anion homeostasis","BP",1,0.347232784715348,"P12277"
"GO:0071349","cellular response to interleukin-12","BP",1,0.347232784715348,"P26038"
"GO:0086005","ventricular cardiac muscle cell action potential","BP",1,0.347232784715348,"Q03135"
"GO:0016655","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","MF",1,0.348936276295028,"Q04828"
"GO:0045604","regulation of epidermal cell differentiation","BP",1,0.348936276295028,"P07711"
"GO:0050681","androgen receptor binding","MF",1,0.348936276295028,"Q14192"
"GO:0060760","positive regulation of response to cytokine stimulus","BP",1,0.348936276295028,"P30530"
"GO:0070228","regulation of lymphocyte apoptotic process","BP",1,0.348936276295028,"P17931"
"GO:1901880","negative regulation of protein depolymerization","BP",1,0.348936276295028,"Q7Z460"
"GO:0050661","NADP binding","MF",1,0.351215024429864,"O75874"
"GO:0070671","response to interleukin-12","BP",1,0.351215024429864,"P26038"
"GO:1902883","negative regulation of response to oxidative stress","BP",1,0.351215024429864,"P07602"
"GO:0021953","central nervous system neuron differentiation","BP",2,0.351215024429864,"A0A024R412/O15075"
"GO:0021543","pallium development","BP",2,0.352470064221928,"A0A024R412/Q07954"
"GO:0006968","cellular defense response","BP",1,0.353310264591213,"P05556"
"GO:0030433","ubiquitin-dependent ERAD pathway","BP",1,0.353310264591213,"Q03135"
"GO:0090630","activation of GTPase activity","BP",1,0.353310264591213,"O14907"
"GO:0072524","pyridine-containing compound metabolic process","BP",2,0.354166398800466,"O75874/P40926"
"GO:0031032","actomyosin structure organization","BP",2,0.354166398800466,"P05556/Q7Z460"
"GO:0045111","intermediate filament cytoskeleton","CC",2,0.354166398800466,"P17302/P50281"
"GO:0010171","body morphogenesis","BP",1,0.354166398800466,"Q7Z460"
"GO:0043209","myelin sheath","CC",1,0.354166398800466,"P05556"
"GO:0050879","multicellular organismal movement","BP",1,0.354166398800466,"Q14643"
"GO:0050881","musculoskeletal movement","BP",1,0.354166398800466,"Q14643"
"GO:0070265","necrotic cell death","BP",1,0.354166398800466,"Q03135"
"GO:0120193","tight junction organization","BP",1,0.354166398800466,"P17302"
